[2013-09-13 01:54:44,603](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:54:44] "GET /user_signin?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2013-09-13 01:54:44,647](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:54:44] "GET /user_signin?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2013-09-13 01:54:44,695](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:54:44] "GET /user_signin?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
[2013-09-13 01:54:44,701](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:54:44] "GET /user_signin?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2013-09-13 01:54:44,703](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:54:44] "GET /user_signin?__debugger__=yes&cmd=resource&f=source.png HTTP/1.1" 200 -
[2013-09-13 01:55:22,701](INFO)werkzeug :  * Detected change in '/opt/app/web/views.py', reloading
[2013-09-13 01:55:22,736](INFO)werkzeug :  * Restarting with reloader
[2013-09-13 01:56:18,003](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:18] "GET /user_signin HTTP/1.1" 500 -
[2013-09-13 01:56:18,097](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:18] "GET /user_signin?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[2013-09-13 01:56:18,101](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:18] "GET /user_signin?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
[2013-09-13 01:56:18,118](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:18] "GET /user_signin?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[2013-09-13 01:56:18,121](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:18] "GET /user_signin?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2013-09-13 01:56:18,165](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:18] "GET /user_signin?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2013-09-13 01:56:18,181](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:18] "GET /user_signin?__debugger__=yes&cmd=resource&f=source.png HTTP/1.1" 200 -
[2013-09-13 01:56:18,183](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:18] "GET /user_signin?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2013-09-13 01:56:19,840](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:19] "GET / HTTP/1.1" 200 -
[2013-09-13 01:56:23,341](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:23] "POST /user_signin HTTP/1.1" 302 -
[2013-09-13 01:56:23,346](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:23] "GET / HTTP/1.1" 200 -
[2013-09-13 01:56:39,781](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 01:56:39] "GET / HTTP/1.1" 200 -
[2013-09-13 02:00:11,441](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:00:11] "GET / HTTP/1.1" 200 -
[2013-09-13 02:00:16,151](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:00:16] "POST /user_signin HTTP/1.1" 302 -
[2013-09-13 02:00:16,156](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:00:16] "GET / HTTP/1.1" 200 -
[2013-09-13 02:03:09,821](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:03:09] "GET / HTTP/1.1" 200 -
[2013-09-13 02:03:13,826](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:03:13] "POST /user_signin HTTP/1.1" 302 -
[2013-09-13 02:03:13,847](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:03:13] "GET / HTTP/1.1" 200 -
[2013-09-13 02:07:15,298](INFO)werkzeug :  * Detected change in '/opt/app/web/views.py', reloading
[2013-09-13 02:07:15,326](INFO)werkzeug :  * Restarting with reloader
[2013-09-13 02:07:35,593](INFO)werkzeug :  * Detected change in '/opt/app/web/views.py', reloading
[2013-09-13 02:07:35,612](INFO)werkzeug :  * Restarting with reloader
[2013-09-13 02:07:49,934](INFO)werkzeug :  * Detected change in '/opt/app/web/views.py', reloading
[2013-09-13 02:07:49,956](INFO)werkzeug :  * Restarting with reloader
[2013-09-13 02:07:56,197](INFO)werkzeug :  * Detected change in '/opt/app/web/views.py', reloading
[2013-09-13 02:07:56,224](INFO)werkzeug :  * Restarting with reloader
[2013-09-13 02:08:19,423](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:08:19] "GET / HTTP/1.1" 200 -
[2013-09-13 02:08:22,953](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:08:22] "POST /user_signin HTTP/1.1" 302 -
[2013-09-13 02:08:22,959](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:08:22] "GET / HTTP/1.1" 200 -
[2013-09-13 02:23:23,011](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:23:23] "GET / HTTP/1.1" 200 -
[2013-09-13 02:23:26,272](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:23:26] "POST /user_signin HTTP/1.1" 302 -
[2013-09-13 02:23:26,277](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 02:23:26] "GET / HTTP/1.1" 200 -
